# Amharic Name	FULL_NAME	FULL_NAME_ND
ጫንጮ	Ch’anch’o	Ch'anch'o
	Ch’anch’o	Ch'anch'o
	Ch’anch’o	Ch'anch'o
	Ch’anch’o	Ch'anch'o
	Ch’anch’o	Ch'anch'o
	Ch’anch’o	Ch'anch'o
	Ch’anch’o	Ch'anch'o
	Ch’anch’o	Ch'anch'o
	Ch’anch’o	Ch'anch'o
	Ch’anch’o	Ch'anch'o
	Ch’anch’o	Ch'anch'o
ጫንጮ ገፈርሳ	Ch’anch’o Gefersa	Ch'anch'o Gefersa
ጫንጮ ማርያም ቤተ ክርስቲያን	Ch’anch’o Maryam Bēte Kristīyan	Ch'anch'o Maryam Bete Kristiyan
	Ghebran Marian	Ghebran Marian
	Ch’anch’o Shet’	Ch'anch'o Shet'
	Ch’anch’o Shet’	Ch'anch'o Shet'
	Sinchile	Sinchile
	Sinchille	Sinchille
	Ch’anch’o	Ch'anch'o
	Ch’anch’o Shet’	Ch'anch'o Shet'
	Ciangra	Ciangra
	Ch’anch’o	Ch'anch'o
	Ch’anch’o Shet’	Ch'anch'o Shet'
	Ch’anch’o Shet’	Ch'anch'o Shet'
	Bulbul	Bulbul
	Ch’anch’o Shet’	Ch'anch'o Shet'
	Chencio	Chencio
	Hencho	Hencho
	Henciò	Hencio
	Ch’anch’o Shet’	Ch'anch'o Shet'
	Ch’anch’o Shet’	Ch'anch'o Shet'
	Dalo	Dalo
	Marti	Marti
ጫንጮ ትምህርት ቤት	Ch’anch’o Timhirt Bēt	Ch'anch'o Timhirt Bet
	Ch’andiba	Ch'andiba
	Ch’andiba (1)	Ch'andiba (1)
	Ch’andiba	Ch'andiba
	Ch’andiba (2)	Ch'andiba (2)
	Ch’ando	Ch'ando
	Ch’ando (1)	Ch'ando (1)
	Gando	Gando
	Ch’ando	Ch'ando
	Ch’ando (3)	Ch'ando (3)
	Ciando	Ciando
	Ch’ando	Ch'ando
	Ch’ando (2)	Ch'ando (2)
	Ch’ando	Ch'ando
	Ch’ando Gebri’ēl Bēte Kristīyan	Ch'ando Gebri'el Bete Kristiyan
	Chandrīs Meat Canning Factory	Chandris Meat Canning Factory
	Chandrīs Siga Fabrīka	Chandris Siga Fabrika
ጫንጌ	Ch’angē	Ch'ange
	Cianghe	Cianghe
ጨንጌ	Ch’angē	Ch'ange
	Cianghi	Cianghi
ጨንጌ ሚካኤል ቤተ ክርስቲያን	Ch’angē Mīka’ēl Bēte Kristīyan	Ch'ange Mika'el Bete Kristiyan
	Cianghi Micael	Cianghi Micael
	Bosa	Bosa
	Ch’ank’	Ch'ank'
	Ch’ank’a	Ch'ank'a
	Ch’ank’ē	Ch'ank'e
	Ch’ank’ē (1)	Ch'ank'e (1)
	Ch’ank’ē	Ch'ank'e
	Ch’ank’ē (2)	Ch'ank'e (2)
	Ch’ara	Ch'ara
	Ch’arolē	Ch'arole
	Ch’aro Yeterara Ch’af	Ch'aro Yeterara Ch'af
	Chasa	Chasa
	Ch’aso	Ch'aso
	Ch’atu Shet’	Ch'atu Shet'
	Laga Rere	Laga Rere
	Ch’at Wiha	Ch'at Wiha
	Ch’at Wina	Ch'at Wina
	Ch’awo	Ch'awo
	Ch’awo Shet’	Ch'awo Shet'
	Ch’e’āmes Kebet	Ch'e'ames Kebet
	Ch’e’āmes Kebet Bota	Ch'e'ames Kebet Bota
	Ch’ebē Bota	Ch'ebe Bota
	Ch’ebek’a	Ch'ebek'a
ጨበር	Ch’eber	Ch'eber
ጨበራ	Ch’ebera	Ch'ebera
ጨበራ ቦታ	Ch’ebera Bota	Ch'ebera Bota
ጨበራ ካቶሊክ ሚሲዮን	Ch’ebera Katolīk Mīsīyon	Ch'ebera Katolik Misiyon
ጨበሬ	Ch’eberē	Ch'ebere
	Ch’eberē	Ch'ebere
ጨበሬ ማርያም ቤተ ክርስቲያን	Ch’eberē Maryam Bēte Kristīyan	Ch'ebere Maryam Bete Kristiyan
ጨቢ	Ch’ebī	Ch'ebi
ጨቦና ጉራጌ	Chebo and Gurage	Chebo and Gurage
ጨቦና ጉራጌ አውራጃ	Ch’ēbo na Guragē Āwraja	Ch'ebo na Gurage Awraja
ጉራጌ	Guraghe	Guraghe
	Chebrit Ale	Chebrit Ale
	Vulcano Chebrit Alè	Vulcano Chebrit Ale
	Vulcano Kebrit Alè	Vulcano Kebrit Ale
ጨጨብዱ	Ch’ech’ebdu	Ch'ech'ebdu
	Chedada	Chedada
	Chedar Amba	Chedar Amba
	Kedar Amba	Kedar Amba
	Chedas Micael	Chedas Micael
	Cheddus	Cheddus
	Chef	Chef
	Kef	Kef
ጨፋ	Ch’efa	Ch'efa
	Ch’efa Bad	Ch'efa Bad
ጨፌ	Ch’efē	Ch'efe
	Ch’efē	Ch'efe
	Ch’efē	Ch'efe
	Ch’efē	Ch'efe
	Ch’efē	Ch'efe
	Ch’efē	Ch'efe
	Ch’efē	Ch'efe
	Ch’efē	Ch'efe
ጨፌ አባ	Ch’efē Āba	Ch'efe Aba
	Ch’efē Āba Gowē	Ch'efe Aba Gowe
ጨፌ አነኒ	Ch’efē Ānenī	Ch'efe Aneni
	Cheffe-Aneni	Cheffe-Aneni
	Ch’efē Ānenī Bota	Ch'efe Aneni Bota
	Ch’efē Bisil	Ch'efe Bisil
	Ch’efē Bota	Ch'efe Bota
	Ch’efē Bukī	Ch'efe Buki
	Chefecha	Chefecha
	Ch’efē Dadī	Ch'efe Dadi
ጨፌ ዱንሳ	Chaffe Dunsa	Chaffe Dunsa
	Chankova	Chankova
ጨፌ ዶንሳ	Ch’efē Donsa	Ch'efe Donsa
	Ciaffedenza	Ciaffedenza
	Ciaffendensa	Ciaffendensa
	Ch’efē Guratī	Ch'efe Gurati
ጨፌ ሃና ማርያም ቤተ ክርስቲያን	Ch’efē Hana Maryam Bēte Kristīyan	Ch'efe Hana Maryam Bete Kristiyan
	Ch’efē Hawiy	Ch'efe Hawiy
	Ch’efē K’ora	Ch'efe K'ora
	Ch’efēk’uma	Ch'efek'uma
ጨፌ መድሃኒ አለም ቤተ ክርስቲያን	Ch’efē Medhanē ‘Alem Bēte Kristīyan	Ch'efe Medhane `Alem Bete Kristiyan
	Ch’efē Michīny	Ch'efe Michiny
	Ch’efē Serē Shet’	Ch'efe Sere Shet'
	Ch’egen	Ch'egen
	Ch’egwar Kudo	Ch'egwar Kudo
	Ciogguar Cudo	Ciogguar Cudo
	Ch’egwaro	Ch'egwaro
ጨሃ	Cheha	Cheha
	Cheichei	Cheichei
	Ch’ek	Ch'ek
	Ch’ēka	Ch'eka
	Ch’ek’amadet Shet’	Ch'ek'amadet Shet'
	Ch’ekerefta	Ch'ekerefta
	Ch’ek’ol	Ch'ek'ol
	Ch’ek’on	Ch'ek'on
ጨቆርሳ	Ch’ek’orsa	Ch'ek'orsa
	Ch’ek’orsa Bota	Ch'ek'orsa Bota
	Cellago	Cellago
	Ch’elago	Ch'elago
	Caliccia	Caliccia
	Chelaica	Chelaica
	Chelala	Chelala
	Chelala	Chelala
	Monte Chelala	Monte Chelala
ጨሌ	Chelē	Chele
	Chelle	Chelle
	Ch’eleba	Ch'eleba
	Ch’eleba Silasē Bēte Kristīyan	Ch'eleba Silase Bete Kristiyan
	Ch’elek’a Shet’	Ch'elek'a Shet'
	Ch’elk’a Shet’	Ch'elk'a Shet'
	Ch’elek’ī	Ch'elek'i
	Ch’elek’ī	Ch'elek'i
	Ch’elek’ilek’a Shet’	Ch'elek'ilek'a Shet'
ጨለቅለቃ ሐይቅ	Ch’elek’lek’a Hāyk’	Ch'elek'lek'a Hayk'
	Celecot	Celecot
	Ch’elek’ot	Ch'elek'ot
	Ch’elek’ot Silasē Bēte Kristīyan	Ch'elek'ot Silase Bete Kristiyan
	Ch’elek’uma	Ch'elek'uma
	Celelaca	Celelaca
ጨለለቃ	Ch’elelek’a	Ch'elelek'a
	Ch’elelek’a	Ch'elelek'a
	Ch’elelek’a	Ch'elelek'a
	Ch’elelek’a	Ch'elelek'a
ጨለለቂ	Ch’elelek’ī	Ch'elelek'i
	Ch’elelek’ī	Ch'elelek'i
ጨለለቂ ረግረግ	Ch’elelek’ī Regreg	Ch'elelek'i Regreg
	Ch’elelek’ī	Ch'elelek'i
	Ch’elelek’ī Shet’	Ch'elelek'i Shet'
	Ch’elelek’ī Shet’	Ch'elelek'i Shet'
ጨለለቂ ተራራ	Ch’elelek’ī Tereter	Ch'elelek'i Tereter
	Ceralatto	Ceralatto
ጨለለቅቱ	Ch’elelek’tu	Ch'elelek'tu
	Ch’eleletu	Ch'eleletu
ጨለማ ዱር	Ch’elema Dur	Ch'elema Dur
ጨለማ ዱር ቦታ	Ch’elema Dur Bota	Ch'elema Dur Bota
	Ch’elemīt	Ch'elemit
	Ch’elemīt Shet’	Ch'elemit Shet'
	Ch’elemo	Ch'elemo
	Chelena	Chelena
	Chalanco	Chalanco
	Ch’alango	Ch'alango
	Ch’alank’o	Ch'alank'o
ጨለንቆ	Ch’elenk’o	Ch'elenk'o
	Ciallanco	Ciallanco
	Ciallanko	Ciallanko
	Giallanco	Giallanco
	Giallenco	Giallenco
ጨለንቆ ባለወልድ ቤተ ክርስቲያን	Ch’elenk’o Be‘ale Weld Bēte Kristīyan	Ch'elenk'o Be`ale Weld Bete Kristiyan
ጨለንቆ ቃሮዳ	Ch’elenk’o K’aroda	Ch'elenk'o K'aroda
ጨለንቆ ቃሮዳ የተራራ ጫፍ	Ch’elenk’o K’aroda YeTerara Ch’af	Ch'elenk'o K'aroda YeTerara Ch'af
ጨለንቆ ትምህርት ቤት	Ch’elenk’o Timhirt Bēt	Ch'elenk'o Timhirt Bet
	Ch’eleway Shet’	Ch'eleway Shet'
	Chelouay-Shet	Chelouay-Shet
	Ch’eleysa	Ch'eleysa
	Kheleysa	Kheleysa
ጨሊ	Chelī	Cheli
	Monti del Cellià	Monti del Cellia
ጨሊያ	Chelia	Chelia
	Chelia Point	Chelia Point
ጨሊያ ሐይቅ	Ch’elī Hāyk’	Ch'eli Hayk'
	Chelim	Chelim
	Ch’elīsho Bota	Ch'elisho Bota
ጨሊያ የካ	Ch’elīya Yeka	Ch'eliya Yeka
ጨልቆ ቂርቆስ ቤተ ክርስቲያን	Ch’elk’o K’īrk’os Bēte Kristīyan	Ch'elk'o K'irk'os Bete Kristiyan
	Chella	Chella
	Chella	Chella
	Chella	Chella
	Chella	Chella
	Chella	Chella
	Chella	Chella
	Chella	Chella
	Chella	Chella
	Chella	Chella
	Chella del Ghibie	Chella del Ghibie
	Kella del Ghibiè	Kella del Ghibie
	Ch’elo	Ch'elo
	Ch’emanch’emo Shet’	Ch'emanch'emo Shet'
ጭምብቢት	Chembibit	Chembibit
	Ghimbibiet	Ghimbibiet
	Chemē	Cheme
	Ch’emerē	Ch'emere
	Ch’emerē Shet’	Ch'emere Shet'
	Gawa	Gawa
	Ch’emerī	Ch'emeri
	Ch’emerī	Ch'emeri
	Ch’emerī Mīka’ēl Bēte Kristīyan	Ch'emeri Mika'el Bete Kristiyan
	Ch’emero	Ch'emero
ጨሞጋ	Ch’emoga	Ch'emoga
	Chamuaga	Chamuaga
ጨሞጋ ወንዝ	Chemoga River	Chemoga River
	Ch’emoga Shet’	Ch'emoga Shet'
	Ciamoga	Ciamoga
	Ciomuaga	Ciomuaga
	Ch’emrorē	Ch'emrore
	Ch’ena Bota	Ch'ena Bota
	Ch’ena Mīka’ēl Bēte Kristīyan	Ch'ena Mika'el Bete Kristiyan
	Ieduochit Micael	Ieduochit Micael
	Cencia	Cencia
	Cengia	Cengia
ጨንቻ	Ch’ench’a	Ch'ench'a
	Dincha	Dincha
	Dincia	Dincia
	Chencher	Chencher
	Colle Chencher	Colle Chencher
	Chendam	Chendam
	Monte Chendam	Monte Chendam
	Ch’endefo	Ch'endefo
	Ciandeto	Ciandeto
	Chenefer	Chenefer
	Ch’enenī	Ch'eneni
	Ch’enfa Shet’	Ch'enfa Shet'
ጨንጌ	Ch’engē	Ch'enge
	Ch’engī Shet’	Ch'engi Shet'
	Cangi Galen	Cangi Galen
	Changi Galen	Changi Galen
	Ch’engī Shet’	Ch'engi Shet'
	Cianghi Galèn	Cianghi Galen
	Cencher	Cencher
	Cencher Mariam	Cencher Mariam
	Cenher Mariam	Cenher Mariam
	Cenner	Cenner
	Chenker	Chenker
	Ch’eno	Ch'eno
	Channo	Channo
	Ch’eno	Ch'eno
	Cianno	Cianno
	Chent	Chent
	Ch’enta	Ch'enta
	Debra Chente	Debra Chente
	Mount Debra Chente	Mount Debra Chente
	Debra Kente	Debra Kente
	Ch’ep’o	Ch'ep'o
	Sigale	Sigale
	Ch’er	Ch'er
	Chera	Chera
	Chera Gudde	Chera Gudde
	Cheranza	Cheranza
	Cerac	Cerac
	Cherach	Cherach
	Cherak	Cherak
	Cherari	Cherari
	Chirec	Chirec
	Cheraro	Cheraro
	Cheraro Medhanē ‘Alem Bēte Kristīyan	Cheraro Medhane `Alem Bete Kristiyan
	Ch’eray	Ch'eray
	Ch’erber	Ch'erber
	Cherbra	Cherbra
	Sereba	Sereba
ጨርጨር	Ch’erch’er	Ch'erch'er
	Ch’erch’er	Ch'erch'er
	Ch’erch’er	Ch'erch'er
	Cercer	Cercer
	Ch’erch’er	Ch'erch'er
	Ch’erch’er	Ch'erch'er
	Ch’erch’er	Ch'erch'er
	Colle Chercher	Colle Chercher
	Monti Cercer	Monti Cercer
	Ch’erch’er	Ch'erch'er
	Monti Chercher	Monti Chercher
ጨርጨር ተራራች	Chercher Mountains	Chercher Mountains
	Monti del Cercer	Monti del Cercer
	Ch’erch’er	Ch'erch'er
	Cercer	Cercer
	Ch’erch’er Bota	Ch'erch'er Bota
ኢሳና ጋራ ጉራቻ አውራጃ አዳል	Isa and Gara Guracha Awraja Adal	Isa and Gara Guracha Awraja Adal
አዳልና ኢሳ	Adal and Isa	Adal and Isa
ኢሳና አዶሊስ አዳል	Essa, and Andolisse Adal	Essa, and Andolisse Adal
አዳልና ገራጉራቻ ጨርጨር	Adal and Garaguracha Chercher	Adal and Garaguracha Chercher
ጨርጨር አዳልና ጋራ ጉራቻ 	Chercher and Adal and Gara Guracha	Chercher and Adal and Gara Guracha
	Ch’erch’er na Ādal na Gara Guracha Āwraja	Ch'erch'er na Adal na Gara Guracha Awraja
ጨርጨር ተራራ	Ch’erch’er Terara	Ch'erch'er Terara
ጭሬ	Cherē	Chere
ጭሬ አምባ	Cherē Āmba	Chere Amba
ጭሬ ሚካኤል ቤተ ክርስቲያን	Cherē Mīka’ēl Bēte Kristīyan	Chere Mika'el Bete Kristiyan
	Ch’erer Shet’	Ch'erer Shet'
	Ch’ergugo	Ch'ergugo
	Cheri	Cheri
	Cheti	Cheti
	Chiti	Chiti
	Ch’erī	Ch'eri
	Ch’erī	Ch'eri
	Cherim Thileh	Cherim Thileh
	Cherim Tilekh	Cherim Tilekh
	Amoraghede	Amoraghede
	Cherīt	Cherit
	Ch’erkaka	Ch'erkaka
ጨረቃዋ	Ch’erk’wa	Ch'erk'wa
	Ch’erk’wa	Ch'erk'wa
	Cherna	Cherna
	Cherosh Wenz	Cherosh Wenz
	Cerosc Uonz	Cerosc Uonz
	Cherosh Wenz	Cherosh Wenz
	Cherosh Wonz	Cherosh Wonz
	Kiba	Kiba
	Cherrake	Cherrake
	Ciarrechè	Ciarreche
	Ciarrahe	Ciarrahe
	Cherre	Cherre
	Chechin	Chechin
	Chesciat Abo	Chesciat Abo
	Monte Chesciat Abò	Monte Chesciat Abo
	Chessad Afoton	Chessad Afoton
	Ch’estomas	Ch'estomas
	Chetzin Calat	Chetzin Calat
	Tetzin Calat	Tetzin Calat
	Chevena	Chevena
	Chevenna	Chevenna
	Ber Maryam	Ber Maryam
ጨው በር	Ch’ew Ber	Ch'ew Ber
ጨው ውሃ	Ch’ew Wiha	Ch'ew Wiha
	Ch’eye Shet’	Ch'eye Shet'
	Ch’eza	Ch'eza
	Chiafe	Chiafe
	Kiafe	Kiafe
	Ch’ibach’ibasa	Ch'ibach'ibasa
	Ch’ibas	Ch'ibas
	Curie	Curie
	Chibidaha	Chibidaha
	Passo Chibidaha	Passo Chibidaha
	Ch’ībīsa Bota	Ch'ibisa Bota
	Chibo	Chibo
	Piana di Chibo	Piana di Chibo
	Chibu	Chibu
	Chibu	Chibu
	Torrente Chibu	Torrente Chibu
	Chiccio	Chiccio
	Chichela	Chichela
	Giocatà	Giocata
	Chichilla	Chichilla
	Ch’ich’imara	Ch'ich'imara
አባ	Abba	Abba
ጪዳ	Ch’īda	Ch'ida
ኦዳ	Odda	Odda
	Chidana Micrat	Chidana Micrat
ኪዳነ ምህረት	Chidane Meheret	Chidane Meheret
	Chidani Meret	Chidani Meret
	Ch’idara	Ch'idara
	Ch’idara Bota	Ch'idara Bota
	Chidi	Chidi
	Chīdo	Chido
	Chidole	Chidole
	Chigole	Chigole
	Ambaccia	Ambaccia
	Ambatcha	Ambatcha
	Ch’ifar	Ch'ifar
	Ch’īfara	Ch'ifara
	Ch’īfeta	Ch'ifeta
	Ch’iera	Ch'iera
	Ch’ifra	Ch'ifra
	Ch’īfra	Ch'ifra
	Ch’īfra Mēda	Ch'ifra Meda
	Ch’īfra Mesgīd	Ch'ifra Mesgid
	Chifrigoch Tekle Haymanot Bēte Kristīyan	Chifrigoch Tekle Haymanot Bete Kristiyan
	Ch’īftu	Ch'iftu
	Carei	Carei
	Mai Cemit	Mai Cemit
	Ch’i’imīt Shet’	Ch'i'imit Shet'
	Ch’īk’ach	Ch'ik'ach
	Ch’ik’a Ma’ādī Shet’	Ch'ik'a Ma'adi Shet'
	Ch’ik’ara	Ch'ik'ara
	Sciaasel	Sciaasel
	Ch’īk’ē Terara	Ch'ik'e Terara
	Ch’ik’īlē	Ch'ik'ile
	Ch’ik’īlē Shet’	Ch'ik'ile Shet'
	Ch’ik’lē	Ch'ik'le
	Ch’iko	Ch'iko
	Chila	Chila
	Ch’ila	Ch'ila
	Ch’ilak’ira	Ch'ilak'ira
	Ch’ilak’ira Tekle Haymanot Bēte	Ch'ilak'ira Tekle Haymanot Bete
ጪላሎ አውራጃ	Ch’ilalo Āwraja	Ch'ilalo Awraja
	Ch’ilalo Bota	Ch'ilalo Bota
ጪላሎ	Ch’elālo	Ch'elalo
ጪላሎ ተራራ	Ch’ilalo Terara	Ch'ilalo Terara
	Chilalu	Chilalu
	Gara Chillalo	Gara Chillalo
	Mount Cilalo	Mount Cilalo
	Monti Gilalo	Monti Gilalo
	Mount Chilalo	Mount Chilalo
ጨለንቆ ፖሊስ ጣቢያ	Ch’ilank’o Polīs Sefer	Ch'ilank'o Polis Sefer
	Chilarwa	Chilarwa
	Agheliele	Agheliele
	Chīlehīyo	Chilehiyo
	Ch’ilelo	Ch'ilelo
አሳ	Assa	Assa
	Ch’ilelo	Ch'ilelo
	Ch’ilelo	Ch'ilelo
ጨለማ ዋሻ	Ch’ilema Washa	Ch'ilema Washa
	Chile	Chile
	Ch’īlē Shet’	Ch'ile Shet'
ጪላዳ	Childa	Childa
ጪልጋ አውራጃ	Ch’ilga Āwraja	Ch'ilga Awraja
	Ch’ilgī	Ch'ilgi
	Chīlībra	Chilibra
	Ch’īlīmo	Ch'ilimo
	Ch’īlīmo	Ch'ilimo
	Ch’īlīmo	Ch'ilimo
	Chille	Chille
	Colle di Chillè	Colle di Chille
	Chillelu	Chillelu
	Killelu	Killelu
	Chilonaha	Chilonaha
	Chilovaha	Chilovaha
	Chilti	Chilti
	Kilti	Kilti
	Chilwa	Chilwa
	Ch’imba Bota	Ch'imba Bota
	Ch’imbil	Ch'imbil
	Selselima	Selselima
	Sensellima	Sensellima
	Ch’imit Shet’	Ch'imit Shet'
	Ch’imshī	Ch'imshi
	Chimue	Chimue
ጪና ሃሰን	Ch’īna Hasen	Ch'ina Hasen
ጪንሀሰን	Chinhausen	Chinhausen
	Genesenei	Genesenei
	Ginesenei	Ginesenei
	Jinaasene	Jinaasene
ጪናክሰን	China-Khasen	China-Khasen
ጨንቻ	Chincha	Chincha
	Ch’inē Gawa Bota	Ch'ine Gawa Bota
	Ch’īnī	Ch'ini
	Ch’īnīna	Ch'inina
	Ch’īnīna Shet’	Ch'inina Shet'
	Ch’inī Shet’	Ch'ini Shet'
	Ch’intoy	Ch'intoy
ጪራ	Ch’ira	Ch'ira
	Ch’īra	Ch'ira
	Chira Bilala	Chira Bilala
	Ch’īra Bota	Ch'ira Bota
ጪራሮ ቦታ	Ch’iraro Bota	Ch'iraro Bota
	Ch’irarwa	Ch'irarwa
	Ch’irarwa (2)	Ch'irarwa (2)
	Ch’irarwa	Ch'irarwa
	Ch’irarwa (1)	Ch'irarwa (1)
	Ch’ira Shet’	Ch'ira Shet'
	Chirchemesc	Chirchemesc
	Chirchemesce	Chirchemesce
	Chirchin	Chirchin
	Ch’īrē	Ch'ire
	Ch’irecha	Ch'irecha
	Ch’irecha	Ch'irecha
	Ch’irecha (2)	Ch'irecha (2)
	Ch’irecha	Ch'irecha
	Ch’irecha (3)	Ch'irecha (3)
	Ch’irecha	Ch'irecha
	Ch’irēcha	Ch'irecha
	Ch’īrecha	Ch'irecha
	Ch’irecha Be‘ale Weld Bēte Kristīyan	Ch'irecha Be`ale Weld Bete Kristiyan
	Ch’irēcha Bekeka	Ch'irecha Bekeka
	Ch’irecha Medhanē ‘Alem Bēte	Ch'irecha Medhane `Alem Bete
	Ch’īrecha	Ch'irecha
	Ch’īrecha Shet’	Ch'irecha Shet'
	Ch’irecha Shet’	Ch'irecha Shet'
	Ch’irēcha Shet’	Ch'irecha Shet'
	Ch’īrecha Shet’	Ch'irecha Shet'
	Ch’īret’ē	Ch'iret'e
	Ch’īrfa	Ch'irfa
	Ch’īrfa	Ch'irfa
	Ch’īrfa Bota	Ch'irfa Bota
	Ch’īrfa Lideta Maryam Bēte Kristīyan	Ch'irfa Lideta Maryam Bete Kristiyan
	Ch’irī	Ch'iri
	Cirri	Cirri
	Ch’irī	Ch'iri
	Ch’irī	Ch'iri
	Ch’īrī	Ch'iri
	Ch’irī Āger	Ch'iri Ager
	Ch’irī Āger (2)	Ch'iri Ager (2)
	Ch’irī Āger	Ch'iri Ager
	Ch’irī Āger (1)	Ch'iri Ager (1)
	Ch’irīk’feto	Ch'irik'feto
	Chirim	Chirim
	Chirira	Chirira
	Ch’irī Shet’	Ch'iri Shet'
	Ch’irī Shet’	Ch'iri Shet'
	Ch’irk’ī	Ch'irk'i
	Chirme	Chirme
	Ch’iro Bahir Shet’	Ch'iro Bahir Shet'
	Ch’iro Shet’	Ch'iro Shet'
	Ch’īro Shet’	Ch'iro Shet'
	Ciro	Ciro
	Chīru Shet’	Chiru Shet'
	Ciru	Ciru
	Ch’isa	Ch'isa
	Ch’īsa Shet’	Ch'isa Shet'
	Chismariet	Chismariet
	Chitar	Chitar
	Citar	Citar
	Kitar	Kitar
	Chittachitta Mariam	Chittachitta Mariam
	Chitti	Chitti
	Cettu	Cettu
	Chitu	Chitu
	Tchitu	Tchitu
ጪቱ	CH’īTU	CH'iTU
	CH’īTU	CH'iTU
ጪቱ (2)	Ch’ītu (2)	Ch'itu (2)
	CH’īTU	CH'iTU
ጪቱ (1)	CH’ītu (1)	CH'itu (1)
	Ch’itu Bēk’elo Desēt	Ch'itu Bek'elo Deset
ጪቱ ደሴት	Ch’ītu Desēt	Ch'itu Deset
ጪቱ ሐይቅ	Ch’ītu Hāyk’	Ch'itu Hayk'
	Ch’oba	Ch'oba
	Ch’obē	Ch'obe
	Ch’obī	Ch'obi
	Ch’obī	Ch'obi
	Ch’obī	Ch'obi
	Ch’obī	Ch'obi
	Ch’och’īr Wenz	Ch'och'ir Wenz
	Carcarsa	Carcarsa
	Chochi River	Chochi River
ጯሂ ወንዝ	Ch’och’ī Wenz	Ch'och'i Wenz
	Corbessa	Corbessa
	Ch’och’o	Ch'och'o
	Ch’ofīra	Ch'ofira
	Gheorghis	Gheorghis
	Ch’ogo Wenz	Ch'ogo Wenz
	Aocohe	Aocohe
	Ch’ok’ē	Ch'ok'e
	Choke Mountains	Choke Mountains
	Ch’oqē	Ch'oqe
	Monti Ciocchè	Monti Ciocche
	Monti Ciochè	Monti Cioche
	Monti Ciokke	Monti Ciokke
	Mount Choke	Mount Choke
	Ch’ok’ē Terara	Ch'ok'e Terara
	Monte Ciocche	Monte Ciocche
ጨቆርሳ	Ch’ok’orsa	Ch'ok'orsa
	Ch’okorsa Shet’	Ch'okorsa Shet'
	Ch’okl’wa	Ch'okl'wa
ጮሌ	Ch’olē	Ch'ole
	Ciolle	Ciolle
	Sinkille	Sinkille
	Ch’olē	Ch'ole
	Ch’olē Shet’	Ch'ole Shet'
	Ch’olē Shet’	Ch'ole Shet'
	Choma	Choma
	Coma	Coma
	Ch’oma Shet	Ch'oma Shet
	Goma	Goma
	Ch’omē	Ch'ome
	Ch’omē	Ch'ome
	Ch’omē Mēda	Ch'ome Meda
ጮማ	Ch’oman	Ch'oman
	Ch’omen Regreg	Ch'omen Regreg
	Chomen Swamp	Chomen Swamp
	Palude Ciomman	Palude Ciomman
	Gioman Swamp	Gioman Swamp
	Palude Giomman	Palude Giomman
	Rabide Ciomman	Rabide Ciomman
	Ch’onkor	Ch'onkor
ጭራ	Chira	Chira
ጮራ	Ch’ora	Ch'ora
ጮራ አባ ቦራ	Ch’ora Āba Bora	Ch'ora Aba Bora
አባ ቦራ	Abba Bor	Abba Bor
ጮሬ አማባ	Ch’orē Āmba	Ch'ore Amba
	Ch’orēba Shet’	Ch'oreba Shet'
	Ch’orora	Ch'orora
	Ch’orora	Ch'orora
	Ch’otē	Ch'ote
	Ch’uch’ē Kurē	Ch'uch'e Kure
	Ch’ufē	Ch'ufe
	Ch’ufī	Ch'ufi
	Ch’ufī Shet’	Ch'ufi Shet'
	Ch’uka	Ch'uka
	Cusae	Cusae
	Ch’uk’a Gebri’ēl Bēte Kristīyan	Ch'uk'a Gebri'el Bete Kristiyan
	Ch’uk’ulu	Ch'uk'ulu
	Chula	Chula
	Ch’ula’indīlu Bota	Ch'ula'indilu Bota
	Chulanca	Chulanca
	Ch’ululo	Ch'ululo
	Ch’ulul Shelek’o	Ch'ulul Shelek'o
	Ciulul	Ciulul
	Ch’ulul Shet’	Ch'ulul Shet'
	Ch’ulul Shet’	Ch'ulul Shet'
	Ciulul	Ciulul
	Chulul’	Chulul'
	Ch’ulul Shet’	Ch'ulul Shet'
	Gulut	Gulut
	Ch’ulul Shet’	Ch'ulul Shet'
	Ch’ulul Shet’	Ch'ulul Shet'
	Gulul’	Gulul'
	Chumba	Chumba
	Failè	Faile
	Faillè	Faille
	Haille	Haille
	Ch’undē	Ch'unde
	Ch’ungwa	Ch'ungwa
	Chunna Borbor	Chunna Borbor
	Ch’u Shelek’o	Ch'u Shelek'o
	Chai	Chai
	Ch’u Shet’	Ch'u Shet'
	Ciai	Ciai
	Ch’utu Nene	Ch'utu Nene
ጯሂት	Ch’wahīt	Ch'wahit
	Ciaani	Ciaani
	Colle Ciaani	Colle Ciaani
	Ciababa	Ciababa
	Gebel Giababa	Gebel Giababa
	Jababa	Jababa
	Chabbi	Chabbi
	Ciabbi	Ciabbi
	Ciabera	Ciabera
ጨቢ	Chebi	Chebi
	Ciabi	Ciabi
	Chabi	Chabi
	Ciabi	Ciabi
	Chabis Dol	Chabis Dol
	Ciabis Dol	Ciabis Dol
	Ciabo	Ciabo
	Ciacu	Ciacu
	Ciafa	Ciafa
ጨፌ	Chafei	Chafei
	Ciafei	Ciafei
	Ciaffa	Ciaffa
	Ciai	Ciai
	Mount Ciai	Mount Ciai
	Ciaia	Ciaia
	Cialla	Cialla
	Ghera	Ghera
	Cialud	Cialud
	Amba Cialud	Amba Cialud
	Ciam	Ciam
	Tsciam	Tsciam
	Chamara	Chamara
	Ciamara	Ciamara
